Date,Temperature (C),Weather,Wind (km/h),Humidity (%),Barometer (mbar),Visibility (km)
Privacy-1-18 22:53,13,Passing clouds.,0,93,1025,16
Privacy-1-18 23:53,13,Partly cloudy.,6,93,1026,16
Privacy-1-19 00:53,12,Partly cloudy.,7,93,1025,13
Privacy-1-19 01:53,13,Fog.,7,96,1025,6
Privacy-1-19 02:53,13,Fog.,6,93,1026,10
Privacy-1-19 03:53,13,Low clouds.,0,90,1025,11
Privacy-1-19 04:53,13,Mostly cloudy.,6,87,1025,11
Privacy-1-19 05:53,12,Mostly cloudy.,7,90,1025,11
Privacy-1-19 06:53,12,Passing clouds.,6,89,1025,14
Privacy-1-19 07:53,12,Partly sunny.,7,86,1026,16
Privacy-1-19 08:53,13,Scattered clouds.,11,84,1026,16
Privacy-1-19 09:53,13,Partly sunny.,19,81,1026,16
Privacy-1-19 10:53,15,Passing clouds.,11,69,1026,16
Privacy-1-19 11:53,17,Passing clouds.,11,60,1025,16
Privacy-1-19 12:53,14,Passing clouds.,13,72,1024,16
Privacy-1-19 13:53,15,Passing clouds.,15,72,1024,16
Privacy-1-19 14:53,14,Passing clouds.,9,78,1023,16
Privacy-1-19 15:53,15,Scattered clouds.,13,75,1023,16
Privacy-1-19 16:53,13,Partly sunny.,13,81,1023,16
Privacy-1-19 17:53,12,Passing clouds.,6,86,1023,16
Privacy-1-19 18:53,12,Passing clouds.,0,86,1023,16
Privacy-1-19 19:53,11,Passing clouds.,0,86,1023,16
Privacy-1-19 20:53,10,Passing clouds.,0,89,1023,16
Privacy-1-19 21:53,9,Passing clouds.,6,89,1022,16
Privacy-1-19 22:53,9,Passing clouds.,0,93,1022,16
Privacy-1-19 23:53,9,Passing clouds.,0,90,1022,16
Privacy-1-20 00:53,8,Passing clouds.,0,93,1021,16
Privacy-1-20 01:53,8,Clear.,0,93,1021,16
Privacy-1-20 02:53,9,Fog.,0,93,1021,10
Privacy-1-20 04:00,10,Fog.,0,94,1021,1
Privacy-1-20 04:53,9,Fog.,0,96,1020,1
Privacy-1-20 05:53,9,Fog.,0,97,1021,0
Privacy-1-20 06:53,9,Fog.,0,97,1021,0
Privacy-1-20 07:53,9,Fog.,0,97,1021,0
Privacy-1-20 08:53,9,Fog.,0,97,1021,0
Privacy-1-20 09:53,9,Fog.,0,97,1022,2
Privacy-1-20 10:53,10,Fog.,9,96,1022,4
Privacy-1-20 11:53,11,Fog.,7,86,1021,8
Privacy-1-20 12:53,13,Sunny.,11,80,1020,10
Privacy-1-20 13:53,14,Sunny.,7,72,1019,13
Privacy-1-20 14:53,13,Sunny.,9,77,1019,14
Privacy-1-20 15:53,14,Sunny.,7,70,1018,16
Privacy-1-20 16:53,14,Sunny.,6,72,1018,16
Privacy-1-20 17:53,12,Passing clouds.,9,80,1018,16
Privacy-1-20 18:53,12,Clear.,7,80,1018,16
Privacy-1-20 19:53,10,Clear.,0,83,1018,16
Privacy-1-20 20:53,11,Clear.,0,86,1018,16
Privacy-1-20 21:53,9,Fog.,0,89,1019,16
Privacy-1-20 22:53,8,Clear.,6,89,1019,16
Privacy-1-20 23:53,7,Passing clouds.,6,90,1019,16
Privacy-1-20 00:53,8,Passing clouds.,0,93,1021,16
Privacy-1-20 01:53,8,Clear.,0,93,1021,16
Privacy-1-20 02:53,9,Fog.,0,93,1021,10
Privacy-1-20 04:00,10,Fog.,0,94,1021,1
Privacy-1-20 04:53,9,Fog.,0,96,1020,1
Privacy-1-20 05:53,9,Fog.,0,97,1021,0
Privacy-1-20 06:53,9,Fog.,0,97,1021,0
Privacy-1-20 07:53,9,Fog.,0,97,1021,0
Privacy-1-20 08:53,9,Fog.,0,97,1021,0
Privacy-1-20 09:53,9,Fog.,0,97,1022,2
Privacy-1-20 10:53,10,Fog.,9,96,1022,4
Privacy-1-20 11:53,11,Fog.,7,86,1021,8
Privacy-1-20 12:53,13,Sunny.,11,80,1020,10
Privacy-1-20 13:53,14,Sunny.,7,72,1019,13
Privacy-1-20 14:53,13,Sunny.,9,77,1019,14
Privacy-1-20 15:53,14,Sunny.,7,70,1018,16
Privacy-1-20 16:53,14,Sunny.,6,72,1018,16
Privacy-1-20 17:53,12,Passing clouds.,9,80,1018,16
Privacy-1-20 18:53,12,Clear.,7,80,1018,16
Privacy-1-20 19:53,10,Clear.,0,83,1018,16
Privacy-1-20 20:53,11,Clear.,0,86,1018,16
Privacy-1-20 21:53,9,Fog.,0,89,1019,16
Privacy-1-20 22:53,8,Clear.,6,89,1019,16
Privacy-1-20 23:53,7,Passing clouds.,6,90,1019,16
Privacy-1-22 00:53,7,Clear.,0,76,1022,16
Privacy-1-22 01:53,7,Clear.,0,73,1023,16
Privacy-1-22 02:53,6,Clear.,6,82,1023,16
Privacy-1-22 03:53,6,Clear.,0,86,1023,16
Privacy-1-22 04:53,7,Clear.,17,82,1023,13
Privacy-1-22 05:53,8,Passing clouds.,15,83,1024,13
Privacy-1-22 06:53,7,Overcast.,17,86,1024,11
Privacy-1-22 07:53,8,Partly sunny.,20,83,1024,11
Privacy-1-22 08:53,9,Partly sunny.,11,80,1025,14
Privacy-1-22 09:53,11,Partly sunny.,7,72,1026,14
Privacy-1-22 10:53,12,Partly sunny.,7,66,1027,16
Privacy-1-22 11:53,13,Partly sunny.,17,62,1026,16
Privacy-1-22 12:53,14,Passing clouds.,11,60,1026,16
Privacy-1-22 13:53,14,Scattered clouds.,9,56,1026,16
Privacy-1-22 14:53,13,Passing clouds.,15,65,1026,16
Privacy-1-22 15:53,13,Passing clouds.,7,67,1025,16
Privacy-1-22 16:53,12,Passing clouds.,7,74,1026,11
Privacy-1-22 17:53,11,Passing clouds.,7,72,1026,13
Privacy-1-22 18:53,10,Passing clouds.,11,74,1026,11
Privacy-1-22 19:53,10,Clear.,9,68,1026,16
Privacy-1-22 20:53,11,Clear.,0,80,1026,10
Privacy-1-22 21:53,9,Clear.,9,83,1027,13
Privacy-1-22 22:53,9,Passing clouds.,9,83,1028,11
Privacy-1-22 23:53,8,Clear.,7,83,1028,11
Privacy-1-23 00:53,8,Clear.,7,79,1027,13
Privacy-1-23 01:53,7,Passing clouds.,0,82,1028,14
Privacy-1-23 02:53,6,Passing clouds.,7,82,1028,13
Privacy-1-23 03:53,5,Passing clouds.,7,89,1027,11
Privacy-1-23 04:53,6,Fog.,0,85,1028,8
Privacy-1-23 05:53,6,Clear.,0,89,1027,11
Privacy-1-23 06:53,6,Passing clouds.,0,89,1028,11
Privacy-1-23 07:53,5,Passing clouds.,6,89,1028,11
Privacy-1-23 08:53,9,Sunny.,0,80,1028,11
Privacy-1-23 09:53,11,Sunny.,6,74,1028,11
Privacy-1-23 10:53,12,Sunny.,9,74,1028,16
Privacy-1-23 11:53,14,Sunny.,13,67,1027,16
Privacy-1-23 12:53,15,Sunny.,13,60,1026,16
Privacy-1-23 13:53,17,Passing clouds.,13,46,1026,16
Privacy-1-23 14:53,18,Passing clouds.,11,43,1025,16
Privacy-1-23 15:53,17,Passing clouds.,13,45,1024,16
Privacy-1-23 16:53,16,Passing clouds.,9,58,1024,16
Privacy-1-23 17:53,13,Clear.,0,67,1024,16
Privacy-1-23 18:53,13,Clear.,7,70,1024,16
Privacy-1-23 19:53,11,Clear.,0,72,1025,16
Privacy-1-23 20:53,12,Clear.,0,74,1024,16
Privacy-1-23 21:53,12,Clear.,6,83,1025,16
Privacy-1-23 22:53,11,Clear.,0,83,1024,13
Privacy-1-23 23:53,8,Clear.,0,90,1024,16
Privacy-1-24 00:53,13,Clear.,7,70,1024,16
Privacy-1-24 01:53,11,Clear.,0,83,1024,16
Privacy-1-24 02:53,12,Clear.,7,62,1024,16
Privacy-1-24 03:53,11,Clear.,13,80,1024,16
Privacy-1-24 04:53,11,Clear.,15,80,1023,16
Privacy-1-24 05:53,11,Clear.,15,80,1023,16
Privacy-1-24 06:53,9,Clear.,7,84,1023,16
Privacy-1-24 07:53,11,Passing clouds.,0,77,1024,16
Privacy-1-24 08:53,14,Passing clouds.,11,55,1024,16
Privacy-1-24 09:53,17,Sunny.,17,44,1024,16
Privacy-1-24 10:53,18,Sunny.,33,36,1023,16
Privacy-1-24 11:53,19,Sunny.,24,35,1022,16
Privacy-1-24 12:53,21,Passing clouds.,26,35,1021,16
Privacy-1-24 13:53,21,Passing clouds.,22,35,1020,16
Privacy-1-24 14:53,21,Passing clouds.,17,35,1019,16
Privacy-1-24 15:53,16,Passing clouds.,19,60,1019,16
Privacy-1-24 16:53,14,Passing clouds.,13,67,1019,13
Privacy-1-24 17:53,13,Passing clouds.,9,70,1019,13
Privacy-1-24 18:53,13,Clear.,0,74,1020,11
Privacy-1-24 19:53,12,Clear.,9,77,1020,11
Privacy-1-24 20:53,11,Clear.,0,80,1020,11
Privacy-1-24 21:53,11,Clear.,9,80,1020,13
Privacy-1-24 22:53,11,Clear.,6,80,1021,11
Privacy-1-24 23:53,10,Clear.,7,86,1020,11
Privacy-1-25 00:53,8,Clear.,6,86,1020,11
Privacy-1-25 01:53,9,Clear.,9,74,1020,16
Privacy-1-25 02:53,7,Clear.,7,76,1020,16
Privacy-1-25 03:53,7,Clear.,7,80,1020,16
Privacy-1-25 04:53,6,Clear.,6,79,1020,16
Privacy-1-25 05:53,6,Clear.,6,82,1020,16
Privacy-1-25 06:53,6,Clear.,6,85,1021,14
Privacy-1-25 07:53,6,Sunny.,0,82,1021,14
Privacy-1-25 08:53,9,Passing clouds.,6,80,1021,16
Privacy-1-25 09:53,11,Passing clouds.,0,71,1021,16
Privacy-1-25 10:53,11,Passing clouds.,9,69,1021,16
Privacy-1-25 11:53,11,Passing clouds.,9,69,1020,16
Privacy-1-25 12:53,12,Sunny.,11,67,1018,16
Privacy-1-25 13:53,13,Sunny.,11,67,1017,14
Privacy-1-25 14:53,13,Sunny.,7,67,1017,14
Privacy-1-25 15:53,14,Sunny.,6,60,1017,14
Privacy-1-25 16:53,15,Sunny.,0,54,1016,14
Privacy-1-25 17:53,12,Clear.,0,66,1016,16
Privacy-1-25 18:53,11,Clear.,7,72,1017,16
Privacy-1-25 19:53,10,Clear.,7,77,1017,16
Privacy-1-25 20:53,9,Clear.,6,84,1017,16
Privacy-1-25 21:53,9,Passing clouds.,0,83,1017,16
Privacy-1-25 22:53,7,Passing clouds.,7,82,1018,16
Privacy-1-25 23:53,7,Passing clouds.,6,82,1018,16
Privacy-1-26 00:53,7,Passing clouds.,6,82,1017,16
Privacy-1-26 01:53,7,Passing clouds.,7,85,1017,16
Privacy-1-26 02:53,7,Passing clouds.,7,85,1017,16
Privacy-1-26 03:53,5,Passing clouds.,6,89,1017,16
Privacy-1-26 04:53,7,Passing clouds.,0,90,1017,14
Privacy-1-26 05:53,7,Clear.,0,86,1017,16
Privacy-1-26 06:53,7,Overcast.,0,85,1017,16
Privacy-1-26 07:53,8,Partly sunny.,0,83,1017,16
Privacy-1-26 08:53,10,Partly sunny.,6,80,1017,16
Privacy-1-26 09:53,12,Overcast.,0,72,1017,16
Privacy-1-26 10:53,12,Partly sunny.,9,69,1017,16
Privacy-1-26 11:53,14,Scattered clouds.,13,60,1017,16
Privacy-1-26 12:53,16,Partly sunny.,11,56,1016,16
Privacy-1-26 13:53,15,Scattered clouds.,9,54,1015,16
Privacy-1-26 14:53,15,Partly sunny.,11,56,1015,16
Privacy-1-26 15:53,16,Partly sunny.,0,54,1015,16
Privacy-1-26 16:53,16,Partly sunny.,6,53,1015,16
Privacy-1-26 17:53,15,Passing clouds.,0,60,1015,16
Privacy-1-26 18:53,13,Passing clouds.,6,75,1015,16
Privacy-1-26 19:53,13,Passing clouds.,0,72,1015,16
Privacy-1-26 20:53,13,Overcast.,7,80,1015,16
Privacy-1-26 21:53,12,Passing clouds.,0,83,1015,16
Privacy-1-26 22:53,12,Overcast.,0,80,1016,16
Privacy-1-26 23:53,12,Overcast.,6,77,1016,16
Privacy-1-27 00:53,12,Mostly cloudy.,0,83,1017,16
Privacy-1-27 01:53,12,Overcast.,7,80,1017,16
Privacy-1-27 02:53,13,Overcast.,6,69,1018,16
Privacy-1-27 03:53,13,Overcast.,6,69,1018,16
Privacy-1-27 04:53,12,Overcast.,9,67,1019,16
Privacy-1-27 05:53,12,Overcast.,6,69,1019,16
Privacy-1-27 06:53,13,Overcast.,0,65,1020,16
Privacy-1-27 07:53,14,Mostly cloudy.,0,62,1021,16
Privacy-1-27 08:53,14,Overcast.,7,67,1021,16
Privacy-1-27 09:53,16,Overcast.,13,58,1022,16
Privacy-1-27 10:53,18,Overcast.,7,45,1023,16
Privacy-1-27 11:53,18,Mostly cloudy.,7,47,1022,16
Privacy-1-27 12:53,17,Overcast.,11,56,1022,16
Privacy-1-27 13:53,18,Mostly cloudy.,7,52,1022,16
Privacy-1-27 14:53,18,Mostly cloudy.,9,45,1023,16
Privacy-1-27 15:53,18,Partly sunny.,7,52,1023,16
Privacy-1-27 16:53,17,Broken clouds.,11,56,1023,16
Privacy-1-27 17:53,16,Partly cloudy.,7,62,1023,16
Privacy-1-27 18:53,13,Passing clouds.,6,70,1024,16
Privacy-1-27 19:53,13,Passing clouds.,0,77,1024,16
Privacy-1-27 20:53,13,Passing clouds.,0,77,1024,16
Privacy-1-27 21:53,11,Passing clouds.,0,83,1025,16
Privacy-1-27 22:53,11,Passing clouds.,0,83,1025,16
Privacy-1-27 23:53,8,Clear.,6,90,1024,16
Privacy-1-28 00:53,9,Passing clouds.,0,86,1024,16
Privacy-1-28 01:53,9,Passing clouds.,0,86,1024,16
Privacy-1-28 02:53,7,Clear.,0,90,1025,16
Privacy-1-28 03:53,8,Passing clouds.,0,89,1024,16
Privacy-1-28 04:53,8,Passing clouds.,6,89,1024,16
Privacy-1-28 05:53,7,Passing clouds.,0,93,1024,16
Privacy-1-28 06:53,8,Fog.,0,89,1024,16
Privacy-1-28 07:53,9,Passing clouds.,0,89,1024,16
Privacy-1-28 08:53,13,Passing clouds.,0,83,1025,16
Privacy-1-28 09:53,14,Passing clouds.,13,69,1025,16
Privacy-1-28 10:53,14,Passing clouds.,13,72,1025,16
Privacy-1-28 11:53,14,Passing clouds.,9,70,1024,16
Privacy-1-28 12:53,14,Scattered clouds.,7,70,1023,16
Privacy-1-28 13:53,16,Partly sunny.,9,62,1023,16
Privacy-1-28 14:53,16,Partly sunny.,0,56,1022,16
Privacy-1-28 15:53,17,Partly sunny.,0,54,1022,16
Privacy-1-28 16:53,16,Partly sunny.,7,58,1022,16
Privacy-1-28 17:53,14,Passing clouds.,7,72,1022,16
Privacy-1-28 18:53,13,Clear.,7,83,1022,16
Privacy-1-28 19:53,13,Passing clouds.,9,87,1022,16
Privacy-1-28 20:53,12,Passing clouds.,9,90,1022,16
Privacy-1-28 21:53,12,Passing clouds.,0,93,1022,16
Privacy-1-28 22:53,9,Fog.,6,93,1022,10
Privacy-1-28 23:53,9,Passing clouds.,0,89,1022,16
Privacy-1-29 00:53,8,Passing clouds.,6,93,1021,16
Privacy-1-29 01:53,9,Passing clouds.,6,89,1022,16
Privacy-1-29 02:53,8,Passing clouds.,7,89,1021,16
Privacy-1-29 03:53,7,Passing clouds.,0,90,1021,16
Privacy-1-29 04:53,7,Passing clouds.,0,93,1020,11
Privacy-1-29 05:53,7,Clear.,0,93,1021,11
Privacy-1-29 06:53,6,Passing clouds.,6,96,1021,11
Privacy-1-29 07:53,7,Fog.,0,93,1021,10
Privacy-1-29 08:53,11,Fog.,0,93,1021,10
Privacy-1-29 09:53,12,Haze.,6,83,1022,10
Privacy-1-29 10:53,13,Haze.,7,77,1022,10
Privacy-1-29 11:53,14,Passing clouds.,7,78,1021,11
Privacy-1-29 12:53,14,Haze.,7,78,1020,10
Privacy-1-29 13:53,15,Sunny.,7,75,1019,13
Privacy-1-29 14:53,17,Sunny.,9,65,1018,16
Privacy-1-29 15:53,17,Sunny.,9,65,1018,16
Privacy-1-29 16:53,16,Sunny.,7,67,1018,16
Privacy-1-29 17:53,14,Passing clouds.,13,78,1018,16
Privacy-1-29 18:53,13,Passing clouds.,9,81,1019,16
Privacy-1-29 19:53,12,Clear.,9,86,1019,16
Privacy-1-29 20:53,12,Clear.,0,90,1019,16
Privacy-1-29 21:53,11,Clear.,0,92,1018,13
Privacy-1-29 22:53,11,Fog.,0,93,1018,14
Privacy-1-29 23:53,12,Passing clouds.,11,93,1018,16
Privacy-1-30 00:53,8,Passing clouds.,0,97,1018,16
Privacy-1-30 01:53,8,Clear.,0,90,1018,16
Privacy-1-30 02:53,8,Passing clouds.,6,93,1018,16
Privacy-1-30 03:53,8,Low clouds.,9,93,1017,14
Privacy-1-30 04:53,9,Low clouds.,7,93,1017,13
Privacy-1-30 05:53,11,Low clouds.,9,89,1017,11
Privacy-1-30 06:53,11,Low clouds.,9,93,1017,11
Privacy-1-30 07:53,11,Fog.,9,93,1017,8
Privacy-1-30 08:53,11,Fog.,6,93,1017,8
Privacy-1-30 09:53,12,Fog.,6,86,1017,8
Privacy-1-30 10:53,12,Low clouds.,0,86,1017,11
Privacy-1-30 11:53,12,Passing clouds.,9,83,1016,13
Privacy-1-30 12:53,14,Sunny.,6,78,1014,16
Privacy-1-30 13:53,14,Sunny.,6,78,1014,16
Privacy-1-30 14:53,16,Sunny.,6,67,1013,16
Privacy-1-30 15:53,16,Sunny.,24,67,1013,16
Privacy-1-30 16:53,15,Sunny.,19,75,1013,16
Privacy-1-30 17:53,13,Clear.,13,84,1014,16
Privacy-1-30 18:53,13,Clear.,9,87,1014,16
Privacy-1-30 19:53,13,Clear.,11,87,1013,16
Privacy-1-30 20:53,12,Passing clouds.,6,93,1013,11
Privacy-1-30 21:53,9,Fog.,6,97,1014,10
Privacy-1-30 22:53,9,Fog.,6,93,1014,8
Privacy-1-30 23:53,9,Clear.,0,89,1013,16
Privacy-2-1 00:53,8,Passing clouds.,6,77,1018,16
Privacy-2-1 01:53,10,Passing clouds.,0,63,1018,16
Privacy-2-1 02:53,6,Passing clouds.,6,79,1018,16
Privacy-2-1 03:53,8,Passing clouds.,0,71,1019,16
Privacy-2-1 04:53,6,Passing clouds.,0,82,1019,16
Privacy-2-1 05:53,7,Passing clouds.,0,76,1019,16
Privacy-2-1 06:53,6,Passing clouds.,0,79,1020,16
Privacy-2-1 07:53,7,Broken clouds.,0,76,1020,16
Privacy-2-1 08:53,11,Broken clouds.,0,71,1021,16
Privacy-2-1 09:53,13,Broken clouds.,6,55,1021,16
Privacy-2-1 10:53,13,Broken clouds.,13,62,1021,16
Privacy-2-1 11:53,13,Broken clouds.,13,72,1022,16
Privacy-2-1 12:53,16,Broken clouds.,13,54,1021,16
Privacy-2-1 13:53,18,Partly sunny.,15,41,1020,16
Privacy-2-1 14:53,17,Partly sunny.,11,54,1020,14
Privacy-2-1 15:53,16,Partly sunny.,9,54,1019,16
Privacy-2-1 16:53,15,Broken clouds.,0,64,1020,16
Privacy-2-1 17:53,14,Passing clouds.,9,72,1020,16
Privacy-2-1 18:53,14,Passing clouds.,11,67,1021,16
Privacy-2-1 19:53,13,Passing clouds.,7,70,1021,16
Privacy-2-1 20:53,11,Passing clouds.,0,80,1021,16
Privacy-2-1 21:53,12,Passing clouds.,6,74,1021,16
Privacy-2-1 22:53,10,Passing clouds.,0,80,1021,16
Privacy-2-1 23:53,11,Passing clouds.,0,80,1022,14
Privacy-2-1 00:53,8,Passing clouds.,6,77,1018,16
Privacy-2-1 01:53,10,Passing clouds.,0,63,1018,16
Privacy-2-1 02:53,6,Passing clouds.,6,79,1018,16
Privacy-2-1 03:53,8,Passing clouds.,0,71,1019,16
Privacy-2-1 04:53,6,Passing clouds.,0,82,1019,16
Privacy-2-1 05:53,7,Passing clouds.,0,76,1019,16
Privacy-2-1 06:53,6,Passing clouds.,0,79,1020,16
Privacy-2-1 07:53,7,Broken clouds.,0,76,1020,16
Privacy-2-1 08:53,11,Broken clouds.,0,71,1021,16
Privacy-2-1 09:53,13,Broken clouds.,6,55,1021,16
Privacy-2-1 10:53,13,Broken clouds.,13,62,1021,16
Privacy-2-1 11:53,13,Broken clouds.,13,72,1022,16
Privacy-2-1 12:53,16,Broken clouds.,13,54,1021,16
Privacy-2-1 13:53,18,Partly sunny.,15,41,1020,16
Privacy-2-1 14:53,17,Partly sunny.,11,54,1020,14
Privacy-2-1 15:53,16,Partly sunny.,9,54,1019,16
Privacy-2-1 16:53,15,Broken clouds.,0,64,1020,16
Privacy-2-1 17:53,14,Passing clouds.,9,72,1020,16
Privacy-2-1 18:53,14,Passing clouds.,11,67,1021,16
Privacy-2-1 19:53,13,Passing clouds.,7,70,1021,16
Privacy-2-1 20:53,11,Passing clouds.,0,80,1021,16
Privacy-2-1 21:53,12,Passing clouds.,6,74,1021,16
Privacy-2-1 22:53,10,Passing clouds.,0,80,1021,16
Privacy-2-1 23:53,11,Passing clouds.,0,80,1022,14
Privacy-2-2 00:53,9,Passing clouds.,0,80,1021,16
Privacy-2-2 01:53,8,Passing clouds.,0,83,1021,16
Privacy-2-2 02:53,8,Clear.,0,83,1021,16
Privacy-2-2 03:53,9,Clear.,0,83,1021,16
Privacy-2-2 04:53,7,Clear.,0,89,1021,13
Privacy-2-2 05:53,7,Passing clouds.,9,90,1021,13
Privacy-2-2 06:53,6,Fog.,6,97,1021,10
Privacy-2-2 07:53,8,Fog.,0,89,1021,10
Privacy-2-2 08:53,12,Partly sunny.,0,80,1022,10
Privacy-2-2 09:53,13,Partly sunny.,0,77,1022,10
Privacy-2-2 10:53,14,Partly sunny.,7,70,1022,10
Privacy-2-2 11:53,14,Partly sunny.,7,70,1022,10
Privacy-2-2 12:53,15,Partly sunny.,11,72,1021,10
Privacy-2-2 13:53,15,Partly sunny.,7,69,1020,10
Privacy-2-2 14:53,17,Partly sunny.,6,65,1019,10
Privacy-2-2 15:53,17,Partly sunny.,13,65,1019,10
Privacy-2-2 16:53,17,Partly sunny.,13,65,1019,13
Privacy-2-2 17:53,15,Passing clouds.,13,72,1019,13
Privacy-2-2 18:53,14,Passing clouds.,7,72,1020,16
Privacy-2-2 19:53,15,Passing clouds.,0,69,1020,16
Privacy-2-2 20:53,12,Passing clouds.,0,80,1020,16
Privacy-2-2 21:53,13,Passing clouds.,0,74,1020,16
Privacy-2-2 22:53,13,Passing clouds.,0,77,1020,16
Privacy-2-2 23:53,13,Passing clouds.,0,74,1020,16
Privacy-2-3 00:53,11,Passing clouds.,7,86,1019,16
Privacy-2-3 01:53,12,Passing clouds.,6,86,1020,16
Privacy-2-3 02:53,11,Passing clouds.,0,86,1019,16
Privacy-2-3 03:53,10,Passing clouds.,0,89,1019,16
Privacy-2-3 04:53,10,Passing clouds.,0,93,1020,16
Privacy-2-3 05:53,10,Overcast.,0,93,1020,11
Privacy-2-3 06:53,10,Overcast.,0,89,1020,11
Privacy-2-3 07:53,12,Mostly cloudy.,0,86,1020,16
Privacy-2-3 08:53,12,Mostly cloudy.,9,83,1020,14
Privacy-2-3 09:53,14,Partly sunny.,7,83,1020,10
Privacy-2-3 10:53,15,Scattered clouds.,7,75,1020,11
Privacy-2-3 11:53,16,Passing clouds.,13,72,1020,11
Privacy-2-3 12:53,17,Partly sunny.,13,67,1019,16
Privacy-2-3 13:53,18,Overcast.,15,61,1018,16
Privacy-2-3 14:53,19,Overcast.,20,61,1018,16
Privacy-2-3 15:53,19,More clouds than sun.,11,59,1018,16
Privacy-2-3 16:53,17,More clouds than sun.,6,68,1018,16
Privacy-2-3 17:53,16,Partly cloudy.,9,70,1018,16
Privacy-2-3 18:53,16,Passing clouds.,0,72,1018,16
Privacy-2-3 19:53,15,Passing clouds.,0,75,1018,16
Privacy-2-3 20:53,12,Passing clouds.,0,83,1018,16
Privacy-2-3 21:53,12,Passing clouds.,7,89,1018,14
Privacy-2-3 22:53,13,Passing clouds.,0,84,1018,14
Privacy-2-3 23:53,11,Passing clouds.,0,93,1018,13
Privacy-2-4 00:53,12,Fog.,0,86,1018,6
Privacy-2-4 01:53,9,Fog.,0,93,1017,6
Privacy-2-4 02:53,9,Fog.,0,96,1017,5
Privacy-2-4 03:53,9,Fog.,0,96,1017,5
Privacy-2-4 04:53,9,Fog.,0,100,1017,5
Privacy-2-4 05:59,10,Fog.,0,88,1017,3
Privacy-2-4 06:04,10,Fog.,6,94,1018,5
Privacy-2-4 06:53,10,Fog.,0,96,1018,2
Privacy-2-4 07:53,9,Fog.,0,97,1018,4
Privacy-2-4 08:53,11,Fog.,0,97,1019,3
Privacy-2-4 09:53,14,Fog.,0,87,1019,4
Privacy-2-4 10:53,14,Mostly cloudy.,7,81,1019,5
Privacy-2-4 11:53,14,Overcast.,9,78,1018,4
Privacy-2-4 12:53,16,Overcast.,15,75,1018,5
Privacy-2-4 13:53,16,Overcast.,19,75,1017,10
Privacy-2-4 14:53,16,Overcast.,19,75,1017,16
Privacy-2-4 15:53,16,Partly sunny.,15,75,1017,16
Privacy-2-4 16:53,14,Partly sunny.,9,78,1017,16
Privacy-2-4 17:53,13,Partly cloudy.,9,83,1017,16
Privacy-2-4 18:53,13,Partly cloudy.,15,84,1018,16
Privacy-2-4 19:53,13,Partly cloudy.,13,81,1018,16
Privacy-2-4 20:53,13,Passing clouds.,6,80,1018,16
Privacy-2-4 21:53,13,Passing clouds.,19,77,1018,16
Privacy-2-4 22:53,13,Overcast.,11,80,1018,16
Privacy-2-4 23:53,13,Mostly cloudy.,15,80,1018,16
Privacy-2-5 00:53,13,Clear.,9,77,1018,16
Privacy-2-5 01:53,12,Passing clouds.,13,86,1017,16
Privacy-2-5 02:53,12,Clear.,0,86,1017,16
Privacy-2-5 03:53,10,Passing clouds.,7,89,1016,16
Privacy-2-5 04:53,11,Overcast.,7,89,1016,16
Privacy-2-5 05:53,11,Overcast.,0,86,1016,16
Privacy-2-5 06:53,10,Overcast.,0,89,1016,13
Privacy-2-5 07:53,11,Low clouds.,6,86,1016,16
Privacy-2-5 08:53,12,Low clouds.,13,83,1017,16
Privacy-2-5 09:53,13,Low clouds.,0,77,1017,16
Privacy-2-5 10:53,14,Overcast.,6,70,1017,16
Privacy-2-5 11:53,15,Overcast.,7,64,1015,16
Privacy-2-5 12:53,16,Overcast.,0,58,1015,16
Privacy-2-5 13:53,16,Overcast.,6,60,1014,16
Privacy-2-5 14:53,16,Overcast.,11,65,1014,16
Privacy-2-5 15:53,16,Partly sunny.,6,67,1013,16
Privacy-2-5 16:53,16,Partly sunny.,0,67,1013,16
Privacy-2-5 17:53,14,Mostly cloudy.,9,72,1013,16
Privacy-2-5 18:53,15,Passing clouds.,17,64,1012,16
Privacy-2-5 19:53,15,Partly cloudy.,24,69,1013,16
Privacy-2-5 20:53,14,Passing clouds.,7,75,1014,16
Privacy-2-5 21:53,16,Passing clouds.,41,67,1014,16
Privacy-2-5 22:53,15,Partly cloudy.,22,69,1015,16
Privacy-2-5 23:53,14,Overcast.,19,75,1014,16
Privacy-2-6 00:53,14,Overcast.,22,75,1013,16
Privacy-2-6 01:53,16,Overcast.,22,69,1012,16
Privacy-2-6 02:53,15,Overcast.,19,72,1012,16
Privacy-2-6 03:53,16,Mostly cloudy.,24,62,1011,16
Privacy-2-6 04:53,14,Overcast.,17,75,1011,16
Privacy-2-6 05:53,17,Overcast.,44,60,1010,16
Privacy-2-6 06:53,15,Overcast.,33,69,1011,16
Privacy-2-6 07:53,17,Mostly cloudy.,50,67,1010,16
Privacy-2-6 08:53,17,Light rain. Overcast.,41,67,1011,16
Privacy-2-6 09:53,16,Light rain. Mostly cloudy.,32,70,1011,16
Privacy-2-6 10:53,15,Light rain. Mostly cloudy.,41,81,1012,11
Privacy-2-6 11:53,15,Light rain. Fog.,46,87,1012,8
Privacy-2-6 12:53,15,Rain. Fog.,52,87,1011,4
Privacy-2-6 13:53,15,Light rain. Fog.,39,87,1010,10
Privacy-2-6 14:53,16,Mostly cloudy.,39,86,1010,16
